Issue Type,File Path,Line Number,Issue Description,Severity,Recommendation,Impact,Module,Feature
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLGeneralPrepUseCase.swift","60","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLGeneralPrepUseCase.swift","61","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLGeneralPrepUseCase.swift","68","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLGeneralPrepUseCase.swift","69","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLGeneralPrepUseCase.swift","85","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLGeneralPrepUseCase.swift","86","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLGeneralPrepUseCase.swift","93","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLGeneralPrepUseCase.swift","94","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLCoachingUseCase+Extension.swift","270","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLCoachingUseCase+Extension.swift","277","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLEmployeeUseCase.swift","12","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLEmployeeUseCase.swift","13","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLEmployeeUseCase.swift","14","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLEmployeeUseCase.swift","15","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLEmployeeUseCase.swift","26","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLEmployeeUseCase.swift","30","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLEmployeeUseCase.swift","34","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLEmployeeUseCase.swift","37","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLReportsEmbeddedURLUsecase.swift","62","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLCoachingUseCase+Notification.swift","30","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLCoachingUseCase+Notification.swift","48","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOrderTrackingUseCase.swift","11","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOrderTrackingUseCase.swift","25","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOrderTrackingUseCase.swift","32","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","33","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","41","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","49","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","57","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","66","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","74","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","84","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","93","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","103","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","106","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","114","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","117","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","123","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","125","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","140","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","146","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","148","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","163","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","168","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamUseCase.swift","170","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLZoneEmpUseCase.swift","16","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLZoneEmpUseCase.swift","32","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLZoneEmpUseCase.swift","45","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLZoneEmpUseCase.swift","71","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLZoneEmpUseCase.swift","162","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLZoneEmpUseCase.swift","173","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLZoneEmpUseCase.swift","184","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLZoneEmpUseCase.swift","196","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLZoneEmpUseCase.swift","254","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLZoneEmpUseCase.swift","256","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLZoneEmpUseCase.swift","260","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","42","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","43","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","46","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","49","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","51","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","60","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","66","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","72","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","74","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","89","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","96","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","98","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","113","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","119","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","126","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLDashboardUseCase.swift","131","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLSchedulesUseCase+DstSwitch.swift","13","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLSchedulesUseCase+DstSwitch.swift","19","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLSchedulesUseCase+DstSwitch.swift","20","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLSchedulesUseCase+DstSwitch.swift","46","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLSchedulesUseCase.swift","38","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLSchedulesUseCase.swift","41","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLSchedulesUseCase.swift","60","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLSchedulesUseCase.swift","96","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLSchedulesUseCase.swift","106","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLSchedulesUseCase.swift","117","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLTeamVisibilityRoutesUseCase.swift","25","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLTeamVisibilityRoutesUseCase.swift","42","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLTeamVisibilityRoutesUseCase.swift","51","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLTeamVisibilityRoutesUseCase.swift","63","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLTeamVisibilityRoutesUseCase.swift","593","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLTeamVisibilityRoutesUseCase.swift","619","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLTeamVisibilityRoutesUseCase.swift","620","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLTeamVisibilityRoutesUseCase.swift","621","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLTeamVisibilityRoutesUseCase.swift","638","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOASUseCase.swift","12","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOASUseCase.swift","13","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOASUseCase.swift","14","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOASUseCase.swift","15","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOASUseCase.swift","33","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOASUseCase.swift","36","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOASUseCase.swift","41","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOASUseCase.swift","46","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLOASUseCase.swift","62","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase+Metrices.swift","13","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase+Metrices.swift","28","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase+Metrices.swift","36","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase+Metrices.swift","50","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","22","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","45","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","46","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","66","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","81","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","83","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","86","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","102","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","168","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","202","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","232","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","233","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","239","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLMyTeamPerformanceUseCase.swift","248","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","36","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","58","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","71","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","80","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","93","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","100","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","215","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","283","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
"Main Thread Blocking","SalesLeadPlus/Domain/UseCases/SLWorkWithUseCase.swift","286","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Domain"
